serie,modelo,repeticao,mae,qtd_deteccoes
IXIC,BayesianLinear,2,0.008734726269088512,
IXIC,BayesianLinear,3,0.008734726269088512,
IXIC,BayesianLinear,4,0.008734726269088512,
IXIC,BayesianLinear,5,0.008734726269088512,
IXIC,HoeffdingTree,1,0.0514171203436717,
IXIC,HoeffdingTree,2,0.0514171203436717,
IXIC,HoeffdingTree,3,0.0514171203436717,
IXIC,HoeffdingTree,4,0.0514171203436717,
IXIC,HoeffdingTree,5,0.0514171203436717,
IXIC,KNNRegressorOnline,1,0.011928440480240226,
IXIC,KNNRegressorOnline,2,0.011928440480240226,
IXIC,KNNRegressorOnline,3,0.011928440480240226,
IXIC,KNNRegressorOnline,4,0.011928440480240226,
IXIC,KNNRegressorOnline,5,0.011928440480240226,
IXIC,LinearRegressionOnline,1,9147725763.18886,
IXIC,LinearRegressionOnline,2,9147725763.18886,
IXIC,LinearRegressionOnline,3,9147725763.18886,
IXIC,LinearRegressionOnline,4,9147725763.18886,
IXIC,LinearRegressionOnline,5,9147725763.18886,
IXIC,OS-ELM,1,0.011231650108623615,
IXIC,OS-ELM,2,0.011231650108623615,
IXIC,OS-ELM,3,0.011231650108623615,
IXIC,OS-ELM,4,0.011231650108623615,
IXIC,OS-ELM,5,0.011231650108623615,
DJI,Liedson,1,0.013108370762369804,17.0
DJI,Liedson,2,0.013108370762369804,17.0
DJI,Liedson,3,0.013108370762369804,17.0
DJI,Liedson,4,0.013108370762369804,17.0
DJI,Liedson,5,0.013108370762369804,17.0
DJI,LR + KSWIN,1,0.013366908546416499,14.0
DJI,LR + KSWIN,2,0.013366908546416499,14.0
DJI,LR + KSWIN,3,0.013366908546416499,14.0
DJI,LR + KSWIN,4,0.013366908546416499,14.0
DJI,LR + KSWIN,5,0.013366908546416499,14.0
DJI,SVR + KSWIN,1,0.03553115850857889,19.0
DJI,SVR + KSWIN,2,0.03553115850857889,19.0
DJI,SVR + KSWIN,3,0.03553115850857889,19.0
DJI,SVR + KSWIN,4,0.03553115850857889,19.0
DJI,SVR + KSWIN,5,0.03553115850857889,19.0
DJI,BayesianLinear,1,0.013573849576053522,
DJI,BayesianLinear,2,0.013573849576053522,
DJI,BayesianLinear,3,0.013573849576053522,
DJI,BayesianLinear,4,0.013573849576053522,
DJI,BayesianLinear,5,0.013573849576053522,
DJI,HoeffdingTree,1,0.017122143878952632,
DJI,HoeffdingTree,2,0.017122143878952632,
DJI,HoeffdingTree,3,0.017122143878952632,
DJI,HoeffdingTree,4,0.017122143878952632,
DJI,HoeffdingTree,5,0.017122143878952632,
DJI,KNNRegressorOnline,1,0.01825777664181711,
DJI,KNNRegressorOnline,2,0.01825777664181711,
DJI,KNNRegressorOnline,3,0.01825777664181711,
DJI,KNNRegressorOnline,4,0.01825777664181711,
DJI,KNNRegressorOnline,5,0.01825777664181711,
DJI,LinearRegressionOnline,1,0.01685547023370457,
DJI,LinearRegressionOnline,2,0.01685547023370457,
DJI,LinearRegressionOnline,3,0.01685547023370457,
DJI,LinearRegressionOnline,4,0.01685547023370457,
DJI,LinearRegressionOnline,5,0.01685547023370457,
DJI,OS-ELM,1,0.031968390185489165,
DJI,OS-ELM,2,0.031968390185489165,
DJI,OS-ELM,3,0.031968390185489165,
DJI,OS-ELM,4,0.031968390185489165,
DJI,OS-ELM,5,0.031968390185489165,
GSPC,Liedson,1,0.005481347776530412,51.0
GSPC,Liedson,2,0.005481347776530412,51.0
GSPC,Liedson,3,0.005481347776530412,51.0
GSPC,Liedson,4,0.005481347776530412,51.0
GSPC,Liedson,5,0.005481347776530412,51.0
GSPC,LR + KSWIN,1,0.005791259348333749,37.0
GSPC,LR + KSWIN,2,0.005791259348333749,37.0
GSPC,LR + KSWIN,3,0.005791259348333749,37.0
GSPC,LR + KSWIN,4,0.005791259348333749,37.0
GSPC,LR + KSWIN,5,0.005791259348333749,37.0
GSPC,SVR + KSWIN,1,0.01774576859423837,57.0
GSPC,SVR + KSWIN,2,0.01774576859423837,57.0
GSPC,SVR + KSWIN,3,0.01774576859423837,57.0
GSPC,SVR + KSWIN,4,0.01774576859423837,57.0
GSPC,SVR + KSWIN,5,0.01774576859423837,57.0
GSPC,BayesianLinear,1,0.0056596504623035405,
GSPC,BayesianLinear,2,0.0056596504623035405,
GSPC,BayesianLinear,3,0.0056596504623035405,
GSPC,BayesianLinear,4,0.0056596504623035405,
GSPC,BayesianLinear,5,0.0056596504623035405,
GSPC,HoeffdingTree,1,0.12080410202291865,
GSPC,HoeffdingTree,2,0.12080410202291865,
GSPC,HoeffdingTree,3,0.12080410202291865,
GSPC,HoeffdingTree,4,0.12080410202291865,
GSPC,HoeffdingTree,5,0.12080410202291865,
GSPC,KNNRegressorOnline,1,0.007560567707239753,
GSPC,KNNRegressorOnline,2,0.007560567707239753,
GSPC,KNNRegressorOnline,3,0.007560567707239753,
GSPC,KNNRegressorOnline,4,0.007560567707239753,
GSPC,KNNRegressorOnline,5,0.007560567707239753,
GSPC,LinearRegressionOnline,1,17884128270.57823,
GSPC,LinearRegressionOnline,2,17884128270.57823,
GSPC,LinearRegressionOnline,3,17884128270.57823,
GSPC,LinearRegressionOnline,4,17884128270.57823,
GSPC,LinearRegressionOnline,5,17884128270.57823,
GSPC,OS-ELM,1,0.014588008681149147,
GSPC,OS-ELM,2,0.014588008681149147,
GSPC,OS-ELM,3,0.014588008681149147,
GSPC,OS-ELM,4,0.014588008681149147,
GSPC,OS-ELM,5,0.014588008681149147,
BVSP,Liedson,1,0.017170001500827845,13.0
BVSP,Liedson,2,0.017170001500827845,13.0
BVSP,Liedson,3,0.017170001500827845,13.0
BVSP,Liedson,4,0.017170001500827845,13.0
BVSP,Liedson,5,0.017170001500827845,13.0
BVSP,LR + KSWIN,1,0.016409619298006065,12.0
BVSP,LR + KSWIN,2,0.016409619298006065,12.0
BVSP,LR + KSWIN,3,0.016409619298006065,12.0
BVSP,LR + KSWIN,4,0.016409619298006065,12.0
BVSP,LR + KSWIN,5,0.016409619298006065,12.0
BVSP,SVR + KSWIN,1,0.03119303615987393,15.0
BVSP,SVR + KSWIN,2,0.03119303615987393,15.0
BVSP,SVR + KSWIN,3,0.03119303615987393,15.0
BVSP,SVR + KSWIN,4,0.03119303615987393,15.0
BVSP,SVR + KSWIN,5,0.03119303615987393,15.0
BVSP,BayesianLinear,1,0.017538865273037996,
BVSP,BayesianLinear,2,0.017538865273037996,
BVSP,BayesianLinear,3,0.017538865273037996,
BVSP,BayesianLinear,4,0.017538865273037996,
BVSP,BayesianLinear,5,0.017538865273037996,
BVSP,HoeffdingTree,1,0.024015688528846516,
BVSP,HoeffdingTree,2,0.024015688528846516,
BVSP,HoeffdingTree,3,0.024015688528846516,
BVSP,HoeffdingTree,4,0.024015688528846516,
BVSP,HoeffdingTree,5,0.024015688528846516,
BVSP,KNNRegressorOnline,1,0.024081660688719104,
BVSP,KNNRegressorOnline,2,0.024081660688719104,
BVSP,KNNRegressorOnline,3,0.024081660688719104,
BVSP,KNNRegressorOnline,4,0.024081660688719104,
BVSP,KNNRegressorOnline,5,0.024081660688719104,
BVSP,LinearRegressionOnline,1,0.022594444083629484,
BVSP,LinearRegressionOnline,2,0.022594444083629484,
BVSP,LinearRegressionOnline,3,0.022594444083629484,
BVSP,LinearRegressionOnline,4,0.022594444083629484,
BVSP,LinearRegressionOnline,5,0.022594444083629484,
BVSP,OS-ELM,1,0.02191129563885352,
BVSP,OS-ELM,2,0.02191129563885352,
BVSP,OS-ELM,3,0.02191129563885352,
BVSP,OS-ELM,4,0.02191129563885352,
BVSP,OS-ELM,5,0.02191129563885352,
USDBRLX,Liedson,1,0.019690050950091253,9.0
USDBRLX,Liedson,2,0.019690050950091253,9.0
USDBRLX,Liedson,3,0.019690050950091253,9.0
USDBRLX,Liedson,4,0.019690050950091253,9.0
USDBRLX,Liedson,5,0.019690050950091253,9.0
USDBRLX,LR + KSWIN,1,0.0205628454442361,9.0
USDBRLX,LR + KSWIN,2,0.0205628454442361,9.0
USDBRLX,LR + KSWIN,3,0.0205628454442361,9.0
USDBRLX,LR + KSWIN,4,0.0205628454442361,9.0
USDBRLX,LR + KSWIN,5,0.0205628454442361,9.0
USDBRLX,SVR + KSWIN,1,0.03097117721995123,10.0
USDBRLX,SVR + KSWIN,2,0.03097117721995123,10.0
USDBRLX,SVR + KSWIN,3,0.03097117721995123,10.0
USDBRLX,SVR + KSWIN,4,0.03097117721995123,10.0
USDBRLX,SVR + KSWIN,5,0.03097117721995123,10.0
USDBRLX,BayesianLinear,1,0.01984387727335663,
USDBRLX,BayesianLinear,2,0.01984387727335663,
USDBRLX,BayesianLinear,3,0.01984387727335663,
USDBRLX,BayesianLinear,4,0.01984387727335663,
USDBRLX,BayesianLinear,5,0.01984387727335663,
USDBRLX,HoeffdingTree,1,0.026357110920003167,
USDBRLX,HoeffdingTree,2,0.026357110920003167,
USDBRLX,HoeffdingTree,3,0.026357110920003167,
USDBRLX,HoeffdingTree,4,0.026357110920003167,
USDBRLX,HoeffdingTree,5,0.026357110920003167,
USDBRLX,KNNRegressorOnline,1,0.02839862250121803,
USDBRLX,KNNRegressorOnline,2,0.02839862250121803,
USDBRLX,KNNRegressorOnline,3,0.02839862250121803,
USDBRLX,KNNRegressorOnline,4,0.02839862250121803,
USDBRLX,KNNRegressorOnline,5,0.02839862250121803,
USDBRLX,LinearRegressionOnline,1,0.026357110920003167,
USDBRLX,LinearRegressionOnline,2,0.026357110920003167,
USDBRLX,LinearRegressionOnline,3,0.026357110920003167,
USDBRLX,LinearRegressionOnline,4,0.026357110920003167,
USDBRLX,LinearRegressionOnline,5,0.026357110920003167,
USDBRLX,OS-ELM,1,0.0247776001313465,
USDBRLX,OS-ELM,2,0.0247776001313465,
USDBRLX,OS-ELM,3,0.0247776001313465,
USDBRLX,OS-ELM,4,0.0247776001313465,
USDBRLX,OS-ELM,5,0.0247776001313465,
